value,series,district,area,speed,month
12920.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2010-12-01
4830.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2010-12-01
2700.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2010-12-01
400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2010-12-01
1020.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2010-12-01
2430.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2011-01-01
101600.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2011-01-01
41760.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2011-01-01
15640.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2011-01-01
4830.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2011-01-01
2400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2011-01-01
3200.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2011-01-01
1020.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2011-01-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 46-50,2011-01-01
11760.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2011-12-01
62240.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2011-12-01
25920.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2011-12-01
10030.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2011-12-01
3220.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2011-12-01
1500.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2011-12-01
1200.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2011-12-01
1530.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2011-12-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 46-50,2011-12-01
3510.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2012-01-01
83920.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2012-01-01
33120.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2012-01-01
13600.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2012-01-01
4370.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2012-01-01
4200.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2012-01-01
2400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2012-01-01
2040.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2012-01-01
1890.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 46-50,2012-01-01
16050.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2012-12-01
52e3,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2012-12-01
17160.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2012-12-01
5950.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2012-12-01
2530.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2012-12-01
900.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2012-12-01
2e3,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2012-12-01
6750.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2013-01-01
34400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2013-01-01
14280.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2013-01-01
6290.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2013-01-01
1610.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2013-01-01
1200.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2013-01-01
60930.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2013-12-01
33680.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2013-12-01
14400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2013-12-01
5100.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2013-12-01
2760.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2013-12-01
1800.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2013-12-01
800.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2013-12-01
510.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2013-12-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 46-50,2013-12-01
115800.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2014-01-01
60960.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2014-01-01
26160.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2014-01-01
7310.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2014-01-01
2300.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2014-01-01
1200.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2014-01-01
400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2014-01-01
40440.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2014-12-01
29360.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2014-12-01
12480.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2014-12-01
5270.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2014-12-01
2300.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2014-12-01
600.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2014-12-01
2e3,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2014-12-01
510.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2014-12-01
54030.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2015-01-01
36960.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2015-01-01
10680.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2015-01-01
2890.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2015-01-01
2990.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2015-01-01
300.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2015-01-01
400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2015-01-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 46-50,2015-01-01
88890.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2015-12-01
60080.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2015-12-01
26880.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2015-12-01
10030.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2015-12-01
3910.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2015-12-01
2700.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2015-12-01
2e3,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2015-12-01
3060.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2015-12-01
77820.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2016-01-01
61840.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2016-01-01
22920.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2016-01-01
10030.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2016-01-01
4600.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2016-01-01
3300.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2016-01-01
2e3,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2016-01-01
510.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2016-01-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 46-50,2016-01-01
2220.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2009-12-01
1680.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2009-12-01
720.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2009-12-01
680.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2009-12-01
230.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2009-12-01
400.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 36-40,2009-12-01
12480.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2010-01-01
4560.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2010-01-01
1700.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2010-01-01
920.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2010-01-01
600.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 31-35,2010-01-01
1200.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 36-40,2010-01-01
17820.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2010-12-01
16880.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2010-12-01
8640.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2010-12-01
4250.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2010-12-01
1610.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2010-12-01
900.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 31-35,2010-12-01
800.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 36-40,2010-12-01
6510.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2011-01-01
20400.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2011-01-01
5280.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2011-01-01
3230.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2011-01-01
1610.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2011-01-01
300.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 31-35,2011-01-01
400.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 36-40,2011-01-01
510.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 41-45,2011-01-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 46-50,2011-01-01
21090.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2011-12-01
25440.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2011-12-01
9240.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2011-12-01
3570.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2011-12-01
1840.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2011-12-01
600.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 31-35,2011-12-01
1200.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 36-40,2011-12-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 46-50,2011-12-01
510.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2012-01-01
26720.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2012-01-01
7560.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2012-01-01
4590.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2012-01-01
2530.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2012-01-01
300.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 31-35,2012-01-01
1530.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 41-45,2012-01-01
390.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2012-12-01
240.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2012-12-01
170.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2012-12-01
450.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2013-01-01
2800.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2013-01-01
840.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2013-01-01
510.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2013-01-01
230.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2013-01-01
23850.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2013-12-01
13040.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2013-12-01
5280.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2013-12-01
2890.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2013-12-01
690.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2013-12-01
1200.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 31-35,2013-12-01
29220.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2014-01-01
9360.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2014-01-01
1800.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2014-01-01
1360.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2014-01-01
690.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2014-01-01
12330.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2014-12-01
5280.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2014-12-01
1320.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2014-12-01
850.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2014-12-01
400.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 36-40,2014-12-01
18630.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2015-01-01
7760.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2015-01-01
3960.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2015-01-01
1530.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2015-01-01
460.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 26-30,2015-01-01
300.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 31-35,2015-01-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 46-50,2015-01-01
4260.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, <11,2015-12-01
1600.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 11-15,2015-12-01
720.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 16-20,2015-12-01
340.0,Camera-issued excess speed band monetary amount,Eastern,Tairawhiti, 21-25,2015-12-01
